30 100 100 100 100 100 100 92.86 90.48 100 100
35 100 100 100 100 100 100 96.43 96.43 100 100
40 100 100 100 100 100 100 97.62 96.83 99.21 99.21
45 100 100 100 100 100 100 98.21 98.05 99.35 99.35
50 100 100 100 100 100 100 98.35 98.35 99.45 99.45

