30 100 100 100 100 100 100 100 100 100 100
35 100 100 100 98.57 100 98.57 100 100 98.57 100
40 100 100 100 100 100 100 100 100 98.57 100
45 100 100 100 100 100 100 100 100 100 100
50 100 100 98.5 100 100 100 98.57 100 100 100
